gene_callers_id	source	accession	accession2	prokka function	In Proteome	Mantis annotation	GhostKoala annotation	Description	ProteinCategory1	ProteinCategory2	ProteinCategory3	TR08_B05	TR09_B05	TR10_B05	TR11_B05	TR12_B05	TR13_B05	TR14_B05	TR15_B05	TR16_B05	TR17_B05_MW
110	prodigal	AFKMEEHG_01713	BB163_AFKMEEHG_01713	5-formyltetrahydrofolate cyclo-ligase	N	NA	NA														
111	prodigal	AFKMEEHG_01714	BB163_AFKMEEHG_01714	putative protein YcgM (ycgM)	N	NA	NA														
123	prodigal	AFKMEEHG_01727	BB163_AFKMEEHG_01727	Adenine DNA glycosylase (mutY)	N	NA	NA														
125	prodigal	AFKMEEHG_01729	BB163_AFKMEEHG_01729	tRNA (guanine-N(1)-)-methyltransferase (trmD)	N	NA	NA														
133	prodigal	AFKMEEHG_01737	BB163_AFKMEEHG_01737	hypothetical protein	N	NA	NA														
152	prodigal	AFKMEEHG_01756	BB163_AFKMEEHG_01756	hypothetical protein	N	NA	NA														
154	prodigal	AFKMEEHG_01758	BB163_AFKMEEHG_01758	hypothetical protein	N	NA	NA														
155	prodigal	AFKMEEHG_01045	BB163_AFKMEEHG_01045	hypothetical protein	N	NA	NA														
161	prodigal	AFKMEEHG_00796	BB163_AFKMEEHG_00796	hypothetical protein	N	NA	NA														
162	prodigal	AFKMEEHG_00797	BB163_AFKMEEHG_00797	hypothetical protein	N	NA	NA														
163	prodigal	AFKMEEHG_00798	BB163_AFKMEEHG_00798	hypothetical protein	N	NA	NA														
164	prodigal	AFKMEEHG_00799	BB163_AFKMEEHG_00799	"Ubiquinone biosynthesis O-methyltransferase, mitochondrial (COQ3)"	N	NA	NA														
166	prodigal	AFKMEEHG_00801	BB163_AFKMEEHG_00801	hypothetical protein	N	NA	NA														
172	prodigal	AFKMEEHG_00807	BB163_AFKMEEHG_00807	hypothetical protein	N	NA	NA														
174	prodigal	AFKMEEHG_00809	BB163_AFKMEEHG_00809	hypothetical protein	N	NA	NA														
178	prodigal	AFKMEEHG_00813	BB163_AFKMEEHG_00813	D-inositol-3-phosphate glycosyltransferase (mshA_1)	N	NA	NA														
179	prodigal	AFKMEEHG_00814	BB163_AFKMEEHG_00814	Kojibiose phosphorylase (kojP)	N	NA	NA														
180	prodigal	AFKMEEHG_00815	BB163_AFKMEEHG_00815	hypothetical protein	N	NA	NA														
186	prodigal	AFKMEEHG_00821	BB163_AFKMEEHG_00821	hypothetical protein	N	NA	NA														
189	prodigal	AFKMEEHG_00824	BB163_AFKMEEHG_00824	2-keto-3-deoxy-D-glycero-D-galacto-9-phosphonono nic acid phosphatase	N	NA	NA														
191	prodigal	AFKMEEHG_00826	BB163_AFKMEEHG_00826	7-carboxy-7-deazaguanine synthase (queE_1)	N	NA	NA														
197	prodigal	AFKMEEHG_00832	BB163_AFKMEEHG_00832	Lipoprotein-releasing system ATP-binding protein LolD (lolD_2)	N	NA	NA														
200	prodigal	AFKMEEHG_01081	BB163_AFKMEEHG_01081	hypothetical protein	N	NA	NA														
201	prodigal	AFKMEEHG_01080	BB163_AFKMEEHG_01080	hypothetical protein	N	NA	NA														
203	prodigal	AFKMEEHG_01368	BB163_AFKMEEHG_01368	hypothetical protein	N	NA	NA														
204	prodigal	AFKMEEHG_01367	BB163_AFKMEEHG_01367	hypothetical protein	N	NA	NA														
207	prodigal	AFKMEEHG_00579	BB163_AFKMEEHG_00579	hypothetical protein	N	NA	NA														
209	prodigal	AFKMEEHG_00575	BB163_AFKMEEHG_00575	Recombination protein RecR (recR)	N	NA	NA														
210	prodigal	AFKMEEHG_00574	BB163_AFKMEEHG_00574	Nucleoid-associated protein YbaB (ybaB)	N	NA	NA														
213	prodigal	AFKMEEHG_00571	BB163_AFKMEEHG_00571	hypothetical protein	N	NA	NA														
218	prodigal	AFKMEEHG_00566	BB163_AFKMEEHG_00566	Sensor kinase CckA (cckA_1)	N	NA	NA														
221	prodigal	AFKMEEHG_00563	BB163_AFKMEEHG_00563	hypothetical protein	N	NA	NA														
224	prodigal	AFKMEEHG_00560	BB163_AFKMEEHG_00560	Sensor histidine kinase RcsC (rcsC_5)	N	NA	NA														
225	prodigal	AFKMEEHG_00559	BB163_AFKMEEHG_00559	hypothetical protein	N	NA	NA														
228	prodigal	AFKMEEHG_00556	BB163_AFKMEEHG_00556	hypothetical protein	N	NA	NA														
233	prodigal	AFKMEEHG_00551	BB163_AFKMEEHG_00551	Putative aliphatic sulfonates transport permease protein SsuC (ssuC)	N	NA	NA														
237	prodigal	AFKMEEHG_00547	BB163_AFKMEEHG_00547	hypothetical protein	N	NA	NA														
239	prodigal	AFKMEEHG_00545	BB163_AFKMEEHG_00545	hypothetical protein	N	NA	NA														
240	prodigal	AFKMEEHG_00544	BB163_AFKMEEHG_00544	Multidrug transporter EmrE (emrE)	N	NA	NA														
241	prodigal	AFKMEEHG_00543	BB163_AFKMEEHG_00543	hypothetical protein	N	NA	NA														
242	prodigal	AFKMEEHG_00542	BB163_AFKMEEHG_00542	hypothetical protein	N	NA	NA														
243	prodigal	AFKMEEHG_00541	BB163_AFKMEEHG_00541	Glycine/sarcosine/dimethylglycine N-methyltransferase	N	NA	NA														
245	prodigal	AFKMEEHG_00539	BB163_AFKMEEHG_00539	Arsenate reductase (arsC_2)	N	NA	NA														
246	prodigal	AFKMEEHG_00538	BB163_AFKMEEHG_00538	hypothetical protein	N	NA	NA														
247	prodigal	AFKMEEHG_00537	BB163_AFKMEEHG_00537	hypothetical protein	N	NA	NA														
248	prodigal	AFKMEEHG_00536	BB163_AFKMEEHG_00536	hypothetical protein	N	NA	NA														
249	prodigal	AFKMEEHG_00535	BB163_AFKMEEHG_00535	Arsenate reductase (arsC_1)	N	NA	NA														
250	prodigal	AFKMEEHG_00534	BB163_AFKMEEHG_00534	Arsenical-resistance protein Acr3 (acr3)	N	NA	NA														
251	prodigal	AFKMEEHG_00533	BB163_AFKMEEHG_00533	Ribosomal protein S6--L-glutamate ligase (rimK)	N	NA	NA														
253	prodigal	AFKMEEHG_00531	BB163_AFKMEEHG_00531	hypothetical protein	N	NA	NA														
254	prodigal	AFKMEEHG_00530	BB163_AFKMEEHG_00530	hypothetical protein	N	NA	NA														
256	prodigal	AFKMEEHG_00528	BB163_AFKMEEHG_00528	hypothetical protein	N	NA	NA														
260	prodigal	AFKMEEHG_00524	BB163_AFKMEEHG_00524	hypothetical protein	N	NA	NA														
261	prodigal	AFKMEEHG_00523	BB163_AFKMEEHG_00523	hypothetical protein	N	NA	NA														
262	prodigal	AFKMEEHG_00522	BB163_AFKMEEHG_00522	hypothetical protein	N	NA	NA														
263	prodigal	AFKMEEHG_00521	BB163_AFKMEEHG_00521	hypothetical protein	N	NA	NA														
264	prodigal	AFKMEEHG_00520	BB163_AFKMEEHG_00520	hypothetical protein	N	NA	NA														
265	prodigal	AFKMEEHG_00519	BB163_AFKMEEHG_00519	Quinone reductase (chrR)	N	NA	NA														
266	prodigal	AFKMEEHG_00518	BB163_AFKMEEHG_00518	hypothetical protein	N	NA	NA														
267	prodigal	AFKMEEHG_00517	BB163_AFKMEEHG_00517	hypothetical protein	N	NA	NA														
268	prodigal	AFKMEEHG_00516	BB163_AFKMEEHG_00516	hypothetical protein	N	NA	NA														
269	prodigal	AFKMEEHG_00515	BB163_AFKMEEHG_00515	hypothetical protein	N	NA	NA														
270	prodigal	AFKMEEHG_00514	BB163_AFKMEEHG_00514	Type 3 secretion system secretin (sctC_1)	N	NA	NA														
271	prodigal	AFKMEEHG_00513	BB163_AFKMEEHG_00513	hypothetical protein	N	NA	NA														
272	prodigal	AFKMEEHG_00512	BB163_AFKMEEHG_00512	hypothetical protein	N	NA	NA														
273	prodigal	AFKMEEHG_00511	BB163_AFKMEEHG_00511	hypothetical protein	N	NA	NA														
274	prodigal	AFKMEEHG_00510	BB163_AFKMEEHG_00510	hypothetical protein	N	NA	NA														
275	prodigal	AFKMEEHG_00509	BB163_AFKMEEHG_00509	hypothetical protein	N	NA	NA														
276	prodigal	AFKMEEHG_00508	BB163_AFKMEEHG_00508	hypothetical protein	N	NA	NA														
277	prodigal	AFKMEEHG_00507	BB163_AFKMEEHG_00507	hypothetical protein	N	NA	NA														
281	prodigal	AFKMEEHG_00503	BB163_AFKMEEHG_00503	hypothetical protein	N	NA	NA														
282	prodigal	AFKMEEHG_00502	BB163_AFKMEEHG_00502	Formylglycine-generating enzyme	N	NA	NA														
288	prodigal	AFKMEEHG_00496	BB163_AFKMEEHG_00496	Thiol:disulfide interchange protein DsbD (dsbD_1)	N	NA	NA														
289	prodigal	AFKMEEHG_00495	BB163_AFKMEEHG_00495	Thiol-disulfide oxidoreductase ResA (resA_1)	N	NA	NA														
290	prodigal	AFKMEEHG_00494	BB163_AFKMEEHG_00494	hypothetical protein	N	NA	NA														
291	prodigal	AFKMEEHG_00493	BB163_AFKMEEHG_00493	hypothetical protein	N	NA	NA														
292	prodigal	AFKMEEHG_00492	BB163_AFKMEEHG_00492	L-cysteine S-thiosulfotransferase subunit SoxA (soxA)	N	NA	NA														
293	prodigal	AFKMEEHG_00491	BB163_AFKMEEHG_00491	hypothetical protein	N	NA	NA														
294	prodigal	AFKMEEHG_00490	BB163_AFKMEEHG_00490	hypothetical protein	N	NA	NA														
295	prodigal	AFKMEEHG_00489	BB163_AFKMEEHG_00489	hypothetical protein	N	NA	NA														
296	prodigal	AFKMEEHG_00488	BB163_AFKMEEHG_00488	Sulfide dehydrogenase [flavocytochrome c] flavoprotein chain (fccB_1)	N	NA	NA														
297	prodigal	AFKMEEHG_00182	BB163_AFKMEEHG_00182	hypothetical protein	N	NA	NA														
300	prodigal	AFKMEEHG_01910	BB163_AFKMEEHG_01910	hypothetical protein	N	NA	NA														
301	prodigal	AFKMEEHG_01909	BB163_AFKMEEHG_01909	hypothetical protein	N	NA	NA														
303	prodigal	AFKMEEHG_01907	BB163_AFKMEEHG_01907	hypothetical protein	N	NA	NA														
304	prodigal	AFKMEEHG_01906	BB163_AFKMEEHG_01906	hypothetical protein	N	NA	NA														
305	prodigal	AFKMEEHG_01905	BB163_AFKMEEHG_01905	hypothetical protein	N	NA	NA														
306	prodigal	AFKMEEHG_01904	BB163_AFKMEEHG_01904	hypothetical protein	N	NA	NA														
307	prodigal	AFKMEEHG_01317	BB163_AFKMEEHG_01317	hypothetical protein	N	NA	NA														
308	prodigal	AFKMEEHG_01316	BB163_AFKMEEHG_01316	hypothetical protein	N	NA	NA														
309	prodigal	AFKMEEHG_01315	BB163_AFKMEEHG_01315	hypothetical protein	N	NA	NA														
310	prodigal	AFKMEEHG_01314	BB163_AFKMEEHG_01314	hypothetical protein	N	NA	NA														
311	prodigal	AFKMEEHG_01313	BB163_AFKMEEHG_01313	hypothetical protein	N	NA	NA														
312	prodigal	AFKMEEHG_01312	BB163_AFKMEEHG_01312	IS5 family transposase ISCph12	N	NA	NA														
313	prodigal	AFKMEEHG_01311	BB163_AFKMEEHG_01311	hypothetical protein	N	NA	NA														
314	prodigal	AFKMEEHG_01310	BB163_AFKMEEHG_01310	hypothetical protein	N	NA	NA														
315	prodigal	AFKMEEHG_01309	BB163_AFKMEEHG_01309	hypothetical protein	N	NA	NA														
316	prodigal	AFKMEEHG_01308	BB163_AFKMEEHG_01308	hypothetical protein	N	NA	NA														
317	prodigal	AFKMEEHG_01307	BB163_AFKMEEHG_01307	hypothetical protein	N	NA	NA														
319	prodigal	AFKMEEHG_01305	BB163_AFKMEEHG_01305	hypothetical protein	N	NA	NA														
320	prodigal	AFKMEEHG_01289	BB163_AFKMEEHG_01289	hypothetical protein	N	NA	NA														
323	prodigal	AFKMEEHG_01286	BB163_AFKMEEHG_01286	putative type I restriction enzymeP M protein	N	NA	NA														
324	prodigal	AFKMEEHG_01285	BB163_AFKMEEHG_01285	hypothetical protein	N	NA	NA														
325	prodigal	AFKMEEHG_01284	BB163_AFKMEEHG_01284	hypothetical protein	N	NA	NA														
326	prodigal	AFKMEEHG_01283	BB163_AFKMEEHG_01283	hypothetical protein	N	NA	NA														
327	prodigal	AFKMEEHG_01282	BB163_AFKMEEHG_01282	hypothetical protein	N	NA	NA														
328	prodigal	AFKMEEHG_01281	BB163_AFKMEEHG_01281	hypothetical protein	N	NA	NA														
329	prodigal	AFKMEEHG_01280	BB163_AFKMEEHG_01280	hypothetical protein	N	NA	NA														
330	prodigal	AFKMEEHG_02107	BB163_AFKMEEHG_02107	hypothetical protein	N	NA	NA														
331	prodigal	AFKMEEHG_02106	BB163_AFKMEEHG_02106	hypothetical protein	N	NA	NA														
332	prodigal	AFKMEEHG_00607	BB163_AFKMEEHG_00607	hypothetical protein	N	NA	NA														
333	prodigal	AFKMEEHG_00606	BB163_AFKMEEHG_00606	hypothetical protein	N	NA	NA														
334	prodigal	AFKMEEHG_00605	BB163_AFKMEEHG_00605	L-galactonate-5-dehydrogenase (lgoD_2)	N	NA	NA														
335	prodigal	AFKMEEHG_00604	BB163_AFKMEEHG_00604	Na( )/H( ) antiporter subunit A (mrpA)	N	NA	NA														
336	prodigal	AFKMEEHG_00603	BB163_AFKMEEHG_00603	Na( )/H( ) antiporter subunit B (mrpB)	N	NA	NA														
337	prodigal	AFKMEEHG_00602	BB163_AFKMEEHG_00602	Na( )/H( ) antiporter subunit C (mrpC)	N	NA	NA														
338	prodigal	AFKMEEHG_00601	BB163_AFKMEEHG_00601	Na( )/H( ) antiporter subunit D (mrpD)	N	NA	NA														
339	prodigal	AFKMEEHG_00600	BB163_AFKMEEHG_00600	Na( )/H( ) antiporter subunit E (mrpE)	N	NA	NA														
340	prodigal	AFKMEEHG_00599	BB163_AFKMEEHG_00599	hypothetical protein	N	NA	NA														
341	prodigal	AFKMEEHG_00598	BB163_AFKMEEHG_00598	Na( )/H( ) antiporter subunit G (mrpG)	N	NA	NA														
342	prodigal	AFKMEEHG_00597	BB163_AFKMEEHG_00597	Protein UmuC (umuC)	N	NA	NA														
344	prodigal	AFKMEEHG_00595	BB163_AFKMEEHG_00595	hypothetical protein	N	NA	NA														
345	prodigal	AFKMEEHG_00594	BB163_AFKMEEHG_00594	Cystathionine beta-lyase (metC)	N	NA	NA														
350	prodigal	AFKMEEHG_00589	BB163_AFKMEEHG_00589	hypothetical protein	N	NA	NA														
351	prodigal	AFKMEEHG_00588	BB163_AFKMEEHG_00588	Thioredoxin 1 (trxA_1)	N	NA	NA														
357	prodigal	AFKMEEHG_00582	BB163_AFKMEEHG_00582	"NAD(P)H-quinone oxidoreductase subunit 2, chloroplastic (ndhB_1)"	N	NA	NA														
358	prodigal	AFKMEEHG_00633	BB163_AFKMEEHG_00633	hypothetical protein	N	NA	NA														
359	prodigal	AFKMEEHG_00634	BB163_AFKMEEHG_00634	hypothetical protein	N	NA	NA														
360	prodigal	AFKMEEHG_00635	BB163_AFKMEEHG_00635	NADH-quinone oxidoreductase subunit K (nuoK)	N	NA	NA														
361	prodigal	AFKMEEHG_00636	BB163_AFKMEEHG_00636	hypothetical protein	N	NA	NA														
367	prodigal	AFKMEEHG_00642	BB163_AFKMEEHG_00642	"NAD(P)H-quinone oxidoreductase subunit 3, chloroplastic (ndhC)"	N	NA	NA														
374	prodigal	AFKMEEHG_00649	BB163_AFKMEEHG_00649	hypothetical protein	N	NA	NA														
376	prodigal	AFKMEEHG_00653	BB163_AFKMEEHG_00653	hypothetical protein	N	NA	NA														
381	prodigal	AFKMEEHG_00658	BB163_AFKMEEHG_00658	hypothetical protein	N	NA	NA														
382	prodigal	AFKMEEHG_00659	BB163_AFKMEEHG_00659	hypothetical protein	N	NA	NA														
386	prodigal	AFKMEEHG_00663	BB163_AFKMEEHG_00663	hypothetical protein	N	NA	NA														
389	prodigal	AFKMEEHG_01584	BB163_AFKMEEHG_01584	hypothetical protein	N	NA	NA														
392	prodigal	AFKMEEHG_01587	BB163_AFKMEEHG_01587	hypothetical protein	N	NA	NA														
393	prodigal	AFKMEEHG_01588	BB163_AFKMEEHG_01588	hypothetical protein	N	NA	NA														
398	prodigal	AFKMEEHG_01597	BB163_AFKMEEHG_01597	hypothetical protein	N	NA	NA														
404	prodigal	AFKMEEHG_01604	BB163_AFKMEEHG_01604	hypothetical protein	N	NA	NA														
406	prodigal	AFKMEEHG_01606	BB163_AFKMEEHG_01606	Sodium/glucose cotransporter (sglT_3)	N	NA	NA														
408	prodigal	AFKMEEHG_01608	BB163_AFKMEEHG_01608	hypothetical protein	N	NA	NA														
411	prodigal	AFKMEEHG_01611	BB163_AFKMEEHG_01611	Multidrug export protein MepA (mepA)	N	NA	NA														
412	prodigal	AFKMEEHG_01612	BB163_AFKMEEHG_01612	hypothetical protein	N	NA	NA														
416	prodigal	AFKMEEHG_01616	BB163_AFKMEEHG_01616	hypothetical protein	N	NA	NA														
417	prodigal	AFKMEEHG_01297	BB163_AFKMEEHG_01297	hypothetical protein	N	NA	NA														
418	prodigal	AFKMEEHG_01296	BB163_AFKMEEHG_01296	hypothetical protein	N	NA	NA														
419	prodigal	AFKMEEHG_01295	BB163_AFKMEEHG_01295	Bacillibactin exporter (ymfD)	N	NA	NA														
420	prodigal	AFKMEEHG_01294	BB163_AFKMEEHG_01294	CTP pyrophosphohydrolase (nudG)	N	NA	NA														
423	prodigal	AFKMEEHG_01291	BB163_AFKMEEHG_01291	Outer membrane efflux protein BepC (bepC)	N	NA	NA														
424	prodigal	AFKMEEHG_02272	BB163_AFKMEEHG_02272	Toxin RTX-I translocation ATP-binding protein (apxIB_2)	N	NA	NA														
426	prodigal	AFKMEEHG_02270	BB163_AFKMEEHG_02270	hypothetical protein	N	NA	NA														
428	prodigal	AFKMEEHG_01050	BB163_AFKMEEHG_01050	hypothetical protein	N	NA	NA														
429	prodigal	AFKMEEHG_01051	BB163_AFKMEEHG_01051	hypothetical protein	N	NA	NA														
430	prodigal	AFKMEEHG_01052	BB163_AFKMEEHG_01052	hypothetical protein	N	NA	NA														
431	prodigal	AFKMEEHG_00181	BB163_AFKMEEHG_00181	hypothetical protein	N	NA	NA														
433	prodigal	AFKMEEHG_00179	BB163_AFKMEEHG_00179	hypothetical protein	N	NA	NA														
435	prodigal	AFKMEEHG_00612	BB163_AFKMEEHG_00612	hypothetical protein	N	NA	NA														
436	prodigal	AFKMEEHG_00611	BB163_AFKMEEHG_00611	ADP-ribosyl-[dinitrogen reductase] glycohydrolase (draG)	N	NA	NA														
437	prodigal	AFKMEEHG_00610	BB163_AFKMEEHG_00610	Protein McrC (mcrC)	N	NA	NA														
440	prodigal	AFKMEEHG_01430	BB163_AFKMEEHG_01430	hypothetical protein	N	NA	NA														
441	prodigal	AFKMEEHG_01431	BB163_AFKMEEHG_01431	hypothetical protein	N	NA	NA														
442	prodigal	AFKMEEHG_01432	BB163_AFKMEEHG_01432	hypothetical protein	N	NA	NA														
443	prodigal	AFKMEEHG_01433	BB163_AFKMEEHG_01433	hypothetical protein	N	NA	NA														
444	prodigal	AFKMEEHG_01434	BB163_AFKMEEHG_01434	Putative nuclease YhcG (yhcG)	N	NA	NA														
445	prodigal	AFKMEEHG_01435	BB163_AFKMEEHG_01435	hypothetical protein	N	NA	NA														
446	prodigal	AFKMEEHG_01436	BB163_AFKMEEHG_01436	hypothetical protein	N	NA	NA														
447	prodigal	AFKMEEHG_01437	BB163_AFKMEEHG_01437	hypothetical protein	N	NA	NA														
448	prodigal	AFKMEEHG_01438	BB163_AFKMEEHG_01438	hypothetical protein	N	NA	NA														
449	prodigal	AFKMEEHG_01439	BB163_AFKMEEHG_01439	cGAMP-activated phospholipase (capV)	N	NA	NA														
450	prodigal	AFKMEEHG_01440	BB163_AFKMEEHG_01440	hypothetical protein	N	NA	NA														
452	prodigal	AFKMEEHG_01442	BB163_AFKMEEHG_01442	hypothetical protein	N	NA	NA														
453	prodigal	AFKMEEHG_01443	BB163_AFKMEEHG_01443	hypothetical protein	N	NA	NA														
454	prodigal	AFKMEEHG_01444	BB163_AFKMEEHG_01444	hypothetical protein	N	NA	NA														
456	prodigal	AFKMEEHG_01446	BB163_AFKMEEHG_01446	hypothetical protein	N	NA	NA														
458	prodigal	AFKMEEHG_01448	BB163_AFKMEEHG_01448	hypothetical protein	N	NA	NA														
478	prodigal	AFKMEEHG_02064	BB163_AFKMEEHG_02064	hypothetical protein	N	NA	NA														
483	prodigal	AFKMEEHG_02059	BB163_AFKMEEHG_02059	hypothetical protein	N	NA	NA														
495	prodigal	AFKMEEHG_01329	BB163_AFKMEEHG_01329	Methylglyoxal synthase (mgsA)	N	NA	NA														
496	prodigal	AFKMEEHG_01330	BB163_AFKMEEHG_01330	hypothetical protein	N	NA	NA														
505	prodigal	AFKMEEHG_01339	BB163_AFKMEEHG_01339	hypothetical protein	N	NA	NA														
512	prodigal	AFKMEEHG_01346	BB163_AFKMEEHG_01346	hypothetical protein	N	NA	NA														
518	prodigal	AFKMEEHG_01352	BB163_AFKMEEHG_01352	"Cadmium, cobalt and zinc/H( )-K( ) antiporter (czcD_1)"	N	NA	NA														
520	prodigal	AFKMEEHG_01354	BB163_AFKMEEHG_01354	hypothetical protein	N	NA	NA														
525	prodigal	AFKMEEHG_01359	BB163_AFKMEEHG_01359	Pyruvoyl-dependent arginine decarboxylase (pdaD)	N	NA	NA														
529	prodigal	AFKMEEHG_01363	BB163_AFKMEEHG_01363	hypothetical protein	N	NA	NA														
532	prodigal	AFKMEEHG_01366	BB163_AFKMEEHG_01366	hypothetical protein	N	NA	NA														
533	prodigal	AFKMEEHG_00169	BB163_AFKMEEHG_00169	hypothetical protein	N	NA	NA														
534	prodigal	AFKMEEHG_00168	BB163_AFKMEEHG_00168	hypothetical protein	N	NA	NA														
535	prodigal	AFKMEEHG_00167	BB163_AFKMEEHG_00167	hypothetical protein	N	NA	NA														
537	prodigal	AFKMEEHG_00161	BB163_AFKMEEHG_00161	hypothetical protein	N	NA	NA														
538	prodigal	AFKMEEHG_00160	BB163_AFKMEEHG_00160	hypothetical protein	N	NA	NA														
540	prodigal	AFKMEEHG_00158	BB163_AFKMEEHG_00158	hypothetical protein	N	NA	NA														
545	prodigal	AFKMEEHG_00153	BB163_AFKMEEHG_00153	N-acetyl-alpha-D-glucosaminyl L-malate synthase (bshA)	N	NA	NA														
547	prodigal	AFKMEEHG_00151	BB163_AFKMEEHG_00151	hypothetical protein	N	NA	NA														
548	prodigal	AFKMEEHG_00150	BB163_AFKMEEHG_00150	hypothetical protein	N	NA	NA														
549	prodigal	AFKMEEHG_00149	BB163_AFKMEEHG_00149	hypothetical protein	N	NA	NA														
550	prodigal	AFKMEEHG_00148	BB163_AFKMEEHG_00148	UDP-glucose 6-dehydrogenase (ugd_1)	N	NA	NA														
552	prodigal	AFKMEEHG_00146	BB163_AFKMEEHG_00146	hypothetical protein	N	NA	NA														
553	prodigal	AFKMEEHG_01279	BB163_AFKMEEHG_01279	hypothetical protein	N	NA	NA														
554	prodigal	AFKMEEHG_01278	BB163_AFKMEEHG_01278	Polysialic acid transport ATP-binding protein KpsT (kpsT)	N	NA	NA														
555	prodigal	AFKMEEHG_01277	BB163_AFKMEEHG_01277	Polysialic acid transport protein KpsM (kpsM)	N	NA	NA														
558	prodigal	AFKMEEHG_01274	BB163_AFKMEEHG_01274	hypothetical protein	N	NA	NA														
559	prodigal	AFKMEEHG_01273	BB163_AFKMEEHG_01273	hypothetical protein	N	NA	NA														
560	prodigal	AFKMEEHG_01272	BB163_AFKMEEHG_01272	Bicyclomycin resistance protein (bcr)	N	NA	NA														
561	prodigal	AFKMEEHG_01271	BB163_AFKMEEHG_01271	hypothetical protein	N	NA	NA														
562	prodigal	AFKMEEHG_01270	BB163_AFKMEEHG_01270	hypothetical protein	N	NA	NA														
565	prodigal	AFKMEEHG_01267	BB163_AFKMEEHG_01267	7-cyano-7-deazaguanine synthase (queC)	N	NA	NA														
574	prodigal	AFKMEEHG_01257	BB163_AFKMEEHG_01257	Alkaline phosphatase synthesis sensor protein PhoR (phoR_1)	N	NA	NA														
575	prodigal	AFKMEEHG_01938	BB163_AFKMEEHG_01938	Iron transporter MagA (magA)	N	NA	NA														
577	prodigal	AFKMEEHG_01936	BB163_AFKMEEHG_01936	hypothetical protein	N	NA	NA														
578	prodigal	AFKMEEHG_01935	BB163_AFKMEEHG_01935	Metal cation efflux system protein CzcD (czcD_2)	N	NA	NA														
590	prodigal	AFKMEEHG_01923	BB163_AFKMEEHG_01923	HTH-type transcriptional activator RhaS (rhaS_1)	N	NA	NA														
592	prodigal	AFKMEEHG_01921	BB163_AFKMEEHG_01921	Transposon Tn3 resolvase (tnpR)	N	NA	NA														
594	prodigal	AFKMEEHG_01054	BB163_AFKMEEHG_01054	hypothetical protein	N	NA	NA														
595	prodigal	AFKMEEHG_01055	BB163_AFKMEEHG_01055	DNA-invertase hin (hin_1)	N	NA	NA														
596	prodigal	AFKMEEHG_01958	BB163_AFKMEEHG_01958	DNA-invertase hin (hin_3)	N	NA	NA														
597	prodigal	AFKMEEHG_01959	BB163_AFKMEEHG_01959	hypothetical protein	N	NA	NA														
600	prodigal	AFKMEEHG_01962	BB163_AFKMEEHG_01962	hypothetical protein	N	NA	NA														
601	prodigal	AFKMEEHG_01303	BB163_AFKMEEHG_01303	hypothetical protein	N	NA	NA														
604	prodigal	AFKMEEHG_01300	BB163_AFKMEEHG_01300	hypothetical protein	N	NA	NA														
605	prodigal	AFKMEEHG_01299	BB163_AFKMEEHG_01299	hypothetical protein	N	NA	NA														
606	prodigal	AFKMEEHG_01298	BB163_AFKMEEHG_01298	hypothetical protein	N	NA	NA														
607	prodigal	AFKMEEHG_01920	BB163_AFKMEEHG_01920	hypothetical protein	N	NA	NA														
608	prodigal	AFKMEEHG_01919	BB163_AFKMEEHG_01919	hypothetical protein	N	NA	NA														
609	prodigal	AFKMEEHG_01918	BB163_AFKMEEHG_01918	hypothetical protein	N	NA	NA														
611	prodigal	AFKMEEHG_01916	BB163_AFKMEEHG_01916	hypothetical protein	N	NA	NA														
612	prodigal	AFKMEEHG_01915	BB163_AFKMEEHG_01915	hypothetical protein	N	NA	NA														
613	prodigal	AFKMEEHG_01914	BB163_AFKMEEHG_01914	(S)-2-haloacid dehalogenase	N	NA	NA														
614	prodigal	AFKMEEHG_01913	BB163_AFKMEEHG_01913	hypothetical protein	N	NA	NA														
615	prodigal	AFKMEEHG_01912	BB163_AFKMEEHG_01912	hypothetical protein	N	NA	NA														
616	prodigal	AFKMEEHG_01911	BB163_AFKMEEHG_01911	Tyrosine recombinase XerC (xerC_5)	N	NA	NA														
617	prodigal	AFKMEEHG_02021	BB163_AFKMEEHG_02021	hypothetical protein	N	NA	NA														
618	prodigal	AFKMEEHG_02022	BB163_AFKMEEHG_02022	hypothetical protein	N	NA	NA														
619	prodigal	AFKMEEHG_02023	BB163_AFKMEEHG_02023	hypothetical protein	N	NA	NA														
620	prodigal	AFKMEEHG_02024	BB163_AFKMEEHG_02024	hypothetical protein	N	NA	NA														
621	prodigal	AFKMEEHG_02025	BB163_AFKMEEHG_02025	hypothetical protein	N	NA	NA														
622	prodigal	AFKMEEHG_02026	BB163_AFKMEEHG_02026	hypothetical protein	N	NA	NA														
623	prodigal	AFKMEEHG_02027	BB163_AFKMEEHG_02027	hypothetical protein	N	NA	NA														
624	prodigal	AFKMEEHG_02028	BB163_AFKMEEHG_02028	hypothetical protein	N	NA	NA														
625	prodigal	AFKMEEHG_02029	BB163_AFKMEEHG_02029	hypothetical protein	N	NA	NA														
626	prodigal	AFKMEEHG_02030	BB163_AFKMEEHG_02030	Copper-exporting P-type ATPase (copA)	N	NA	NA														
627	prodigal	AFKMEEHG_02031	BB163_AFKMEEHG_02031	hypothetical protein	N	NA	NA														
628	prodigal	AFKMEEHG_02032	BB163_AFKMEEHG_02032	hypothetical protein	N	NA	NA														
