gene_callers_id	source	accession	function	e_value
1108	prodigal	AFKMEEHG_00987	ATP-dependent dethiobiotin synthetase BioD (bioD)	0
1109	prodigal	AFKMEEHG_00988	Trans-aconitate 2-methyltransferase (tam)	0
1110	prodigal	AFKMEEHG_00989	putative protein	0
1111	prodigal	AFKMEEHG_00990	8-amino-7-oxononanoate synthase (bioF_2)	0
1112	prodigal	AFKMEEHG_00991	Biotin synthase (bioB)	0
1113	prodigal	AFKMEEHG_00992	Bifunctional ligase/repressor BirA (birA)	0
1114	prodigal	AFKMEEHG_00993	hypothetical protein	0
1115	prodigal	AFKMEEHG_00994	DNA topoisomerase 1 (topA)	0
1116	prodigal	AFKMEEHG_00995	GTPase Der (der_1)	0
1117	prodigal	AFKMEEHG_00996	hypothetical protein	0
1118	prodigal	AFKMEEHG_00997	Purine nucleoside phosphoramidase	0
1119	prodigal	AFKMEEHG_00998	"Dihydroorotate dehydrogenase B (NAD( )), catalytic subunit (pyrD_2)"	0
1120	prodigal	AFKMEEHG_00999	hypothetical protein	0
1121	prodigal	AFKMEEHG_01000	Thermostable monoacylglycerol lipase	0
1122	prodigal	AFKMEEHG_01001	Endolytic peptidoglycan transglycosylase RlpA (rlpA_1)	0
1123	prodigal	AFKMEEHG_01002	DNA base-flipping protein (atl)	0
1124	prodigal	AFKMEEHG_01003	Deoxyhypusine synthase-like protein	0
1125	prodigal	AFKMEEHG_01004	Tryptophan--tRNA ligase (trpS)	0
1126	prodigal	AFKMEEHG_01005	Fructose-1-phosphate phosphatase YqaB (yqaB)	0
1127	prodigal	AFKMEEHG_01006	Arginine--tRNA ligase (argS_1)	0
1128	prodigal	AFKMEEHG_01007	putative nicotinate-nucleotide adenylyltransferase (nadD_1)	0
1129	prodigal	AFKMEEHG_01008	Outer membrane protein assembly factor BamD (bamD_1)	0
1130	prodigal	AFKMEEHG_01009	hypothetical protein	0
1131	prodigal	AFKMEEHG_01010	hypothetical protein	0
1132	prodigal	AFKMEEHG_01012	ATP synthase subunit delta (atpH_1)	0
1133	prodigal	AFKMEEHG_01013	ATP synthase subunit b (atpF_1)	0
1134	prodigal	AFKMEEHG_01014	ATP synthase subunit c (atpE_1)	0
1135	prodigal	AFKMEEHG_01015	ATP synthase subunit a (atpB_1)	0
1136	prodigal	AFKMEEHG_01902	hypothetical protein	0
1137	prodigal	AFKMEEHG_01901	Arginine--tRNA ligase (argS_2)	0
1138	prodigal	AFKMEEHG_01900	putative nicotinate-nucleotide adenylyltransferase (nadD_2)	0
1139	prodigal	AFKMEEHG_01899	Outer membrane protein assembly factor BamD (bamD_2)	0
1140	prodigal	AFKMEEHG_01898	hypothetical protein	0
1141	prodigal	AFKMEEHG_01897	hypothetical protein	0
1142	prodigal	AFKMEEHG_01895	ATP synthase subunit delta (atpH_2)	0
1143	prodigal	AFKMEEHG_01894	ATP synthase subunit b (atpF_2)	0
1144	prodigal	AFKMEEHG_01893	ATP synthase subunit c (atpE_2)	0
1145	prodigal	AFKMEEHG_01892	ATP synthase subunit a (atpB_2)	0
1146	prodigal	AFKMEEHG_01891	hypothetical protein	0
1147	prodigal	AFKMEEHG_01890	hypothetical protein	0
1148	prodigal	AFKMEEHG_01889	UDP-glucose 4-epimerase (galE)	0
1149	prodigal	AFKMEEHG_01888	Polyphenol oxidase	0
1150	prodigal	AFKMEEHG_01887	hypothetical protein	0
1151	prodigal	AFKMEEHG_01886	Bacteriochlorophyllide d C-20 methyltransferase (bchU)	0
1152	prodigal	AFKMEEHG_01885	Butyryl-CoA:acetate CoA-transferase	0
1153	prodigal	AFKMEEHG_01884	Succinate dehydrogenase flavoprotein subunit (sdhA_2)	0
1154	prodigal	AFKMEEHG_01883	hypothetical protein	0
1155	prodigal	AFKMEEHG_01882	hypothetical protein	0
1156	prodigal	AFKMEEHG_01881	Cell division protein FtsZ (ftsZ)	0
1157	prodigal	AFKMEEHG_01880	Cell division protein FtsA (ftsA)	0
1158	prodigal	AFKMEEHG_01879	Cell division protein FtsQ (ftsQ)	0
1159	prodigal	AFKMEEHG_01878	UDP-N-acetylenolpyruvoylglucosamine reductase (murB)	0
1160	prodigal	AFKMEEHG_01877	UDP-N-acetylmuramate--L-alanine ligase (murC)	0
1161	prodigal	AFKMEEHG_01876	UDP-N-acetylglucosamine--N-acetylmuramyl-(pentap eptide) pyrophosphoryl-undecaprenol N-acetylglucosamine transferase (murG)	0
1162	prodigal	AFKMEEHG_01875	putative peptidoglycan glycosyltransferase FtsW (ftsW)	0
1163	prodigal	AFKMEEHG_01874	UDP-N-acetylmuramoylalanine--D-glutamate ligase (murD)	0
1164	prodigal	AFKMEEHG_01873	Phospho-N-acetylmuramoyl-pentapeptide-transferas e (mraY)	0
1165	prodigal	AFKMEEHG_01872	UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alan ine ligase (murF)	0
1166	prodigal	AFKMEEHG_01871	"UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--2,6-d iaminopimelate ligase (murE)"	0
1167	prodigal	AFKMEEHG_01870	"putative peptidoglycan D,D-transpeptidase PenA (penA)"	0
1168	prodigal	AFKMEEHG_01869	hypothetical protein	0
1169	prodigal	AFKMEEHG_01868	Ribosomal RNA small subunit methyltransferase H (rsmH)	0
1170	prodigal	AFKMEEHG_01867	Transcriptional regulator MraZ (mraZ)	0
1171	prodigal	AFKMEEHG_01866	hypothetical protein	0
1172	prodigal	AFKMEEHG_01865	hypothetical protein	0
1173	prodigal	AFKMEEHG_01864	Endolytic murein transglycosylase (mltG)	0
1174	prodigal	AFKMEEHG_01863	Phosphoglycerate kinase (pgk)	0
1175	prodigal	AFKMEEHG_01862	Rhomboid protease GlpG (glpG)	0
1176	prodigal	AFKMEEHG_01861	hypothetical protein	0
1177	prodigal	AFKMEEHG_01860	23S rRNA (uracil-C(5))-methyltransferase RlmCD (rlmCD)	0
1178	prodigal	AFKMEEHG_01859	hypothetical protein	0
1179	prodigal	AFKMEEHG_01858	Membrane protein insertase YidC (yidC)	0
1180	prodigal	AFKMEEHG_01857	Putative membrane protein insertion efficiency factor (yidD)	0
1181	prodigal	AFKMEEHG_01856	Ribonuclease P protein component (rnpA)	0
1182	prodigal	AFKMEEHG_01855	50S ribosomal protein L34 (rpmH)	0
1183	prodigal	AFKMEEHG_01854	Chromosomal replication initiator protein DnaA (dnaA)	0
1184	prodigal	AFKMEEHG_01853	Beta sliding clamp (dnaN)	0
1185	prodigal	AFKMEEHG_01852	DNA replication and repair protein RecF (recF_3)	0
1186	prodigal	AFKMEEHG_01851	hypothetical protein	0
1187	prodigal	AFKMEEHG_01850	Flavo-diiron protein FprA1 (fprA1)	0
1188	prodigal	AFKMEEHG_01849	hypothetical protein	0
1189	prodigal	AFKMEEHG_01848	tRNA uridine 5-carboxymethylaminomethyl modification enzyme MnmG (mnmG)	0
1190	prodigal	AFKMEEHG_01847	hypothetical protein	0
1191	prodigal	AFKMEEHG_01846	hypothetical protein	0
1192	prodigal	AFKMEEHG_01845	hypothetical protein	0
1193	prodigal	AFKMEEHG_01844	Sulfide dehydrogenase [flavocytochrome c] flavoprotein chain (fccB_2)	0
1194	prodigal	AFKMEEHG_01843	Protein translocase subunit SecD (secD)	0
1195	prodigal	AFKMEEHG_01842	Protein translocase subunit SecF (secF)	0
1196	prodigal	AFKMEEHG_01841	Chaperone SurA (surA_2)	0
1197	prodigal	AFKMEEHG_01840	DNA gyrase subunit B (gyrB)	0
1198	prodigal	AFKMEEHG_01839	hypothetical protein	0
1199	prodigal	AFKMEEHG_01838	Ribonuclease HII (rnhB)	0
1200	prodigal	AFKMEEHG_01837	Ribonuclease E (rne)	0
1201	prodigal	AFKMEEHG_01836	"2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-succinyltransferase (dapD)"	0
1202	prodigal	AFKMEEHG_01835	hypothetical protein	0
1203	prodigal	AFKMEEHG_01834	hypothetical protein	0
1204	prodigal	AFKMEEHG_01833	hypothetical protein	0
1205	prodigal	AFKMEEHG_01832	Glycine--tRNA ligase (glyQS)	0
1206	prodigal	AFKMEEHG_01831	Thiosulfate sulfurtransferase GlpE (glpE)	0
1207	prodigal	AFKMEEHG_01830	Sulfur carrier protein TusA (tusA_2)	0
1208	prodigal	AFKMEEHG_01829	"Cobyrinate a,c-diamide synthase (cbiA_2)"	0
1209	prodigal	AFKMEEHG_01828	Sulfurtransferase TusE (tusE)	0
1210	prodigal	AFKMEEHG_01827	"Sulfite reductase, dissimilatory-type subunit alpha (dsvA)"	0
1211	prodigal	AFKMEEHG_01826	"Sulfite reductase, dissimilatory-type subunit beta (dsvB)"	0
1212	prodigal	AFKMEEHG_01825	NADPH-Fe(3 ) oxidoreductase subunit beta (sfrB)	0
1213	prodigal	AFKMEEHG_01824	hypothetical protein	0
1214	prodigal	AFKMEEHG_01823	Putative sulfurtransferase DsrE (dsrE)	0
1215	prodigal	AFKMEEHG_01822	Intracellular sulfur oxidation protein DsrF (dsrF)	0
1216	prodigal	AFKMEEHG_01821	Protein TusB (tusB)	0
1217	prodigal	AFKMEEHG_01820	hypothetical protein	0
1218	prodigal	AFKMEEHG_01819	hypothetical protein	0
1219	prodigal	AFKMEEHG_01818	hypothetical protein	0
1220	prodigal	AFKMEEHG_01817	hypothetical protein	0
1221	prodigal	AFKMEEHG_01816	Tetrathionate reductase subunit B (ttrB)	0
1222	prodigal	AFKMEEHG_01815	hypothetical protein	0
1223	prodigal	AFKMEEHG_01814	Precorrin-2 dehydrogenase (sirC)	0
1224	prodigal	AFKMEEHG_01813	Siroheme synthase (cysG_3)	0
1225	prodigal	AFKMEEHG_01812	hypothetical protein	0
1226	prodigal	AFKMEEHG_01811	ATP-dependent Clp protease adapter protein ClpS (clpS)	0
1227	prodigal	AFKMEEHG_01810	putative murein peptide carboxypeptidase (ykfA)	0
1228	prodigal	AFKMEEHG_01809	"ATP synthase epsilon chain, sodium ion specific (atpC)"	0
1229	prodigal	AFKMEEHG_01808	ATP synthase subunit beta (atpD)	0
1230	prodigal	AFKMEEHG_01806	Thiol-disulfide oxidoreductase ResA (resA_2)	0
1231	prodigal	AFKMEEHG_01805	Phosphoenolpyruvate carboxykinase [GTP] (pckG)	0
1232	prodigal	AFKMEEHG_01804	hypothetical protein	0
1233	prodigal	AFKMEEHG_01803	Dodecin	0
1234	prodigal	AFKMEEHG_01802	"NAD(P)H-quinone oxidoreductase subunit I, chloroplastic (ndhI_2)"	0
1235	prodigal	AFKMEEHG_01801	Putative dimethyl sulfoxide reductase chain YnfE (ynfE)	0
1236	prodigal	AFKMEEHG_01800	hypothetical protein	0
1237	prodigal	AFKMEEHG_01799	hypothetical protein	0
1238	prodigal	AFKMEEHG_01798	Sulfur carrier protein TusA (tusA_1)	0
1239	prodigal	AFKMEEHG_01797	Sulfur carrier protein DsrE2 (dsrE2)	0
1240	prodigal	AFKMEEHG_01796	ATP-dependent DNA helicase RecQ (recQ)	0
1241	prodigal	AFKMEEHG_01795	Trk system potassium uptake protein TrkH (trkH)	0
1242	prodigal	AFKMEEHG_01794	Trk system potassium uptake protein TrkA (trkA)	0
1243	prodigal	AFKMEEHG_01793	Glutathione-regulated potassium-efflux system ancillary protein KefG (kefG)	0
1244	prodigal	AFKMEEHG_01792	Glutathione-regulated potassium-efflux system protein KefC (kefC)	0
1245	prodigal	AFKMEEHG_01791	hypothetical protein	0
1246	prodigal	AFKMEEHG_01790	hypothetical protein	0
1247	prodigal	AFKMEEHG_01789	Glycine betaine transport system permease protein OpuAB (opuAB)	0
1248	prodigal	AFKMEEHG_01788	Glycine betaine/carnitine transport ATP-binding protein GbuA (gbuA)	0
1249	prodigal	AFKMEEHG_01787	hypothetical protein	0
1250	prodigal	AFKMEEHG_01786	hypothetical protein	0
1251	prodigal	AFKMEEHG_01785	Glutathione biosynthesis bifunctional protein GshAB (gshAB)	0
1252	prodigal	AFKMEEHG_01784	Asparagine synthetase [glutamine-hydrolyzing] 1 (asnB_2)	0
1253	prodigal	AFKMEEHG_01783	hypothetical protein	0
1254	prodigal	AFKMEEHG_01782	hypothetical protein	0
1255	prodigal	AFKMEEHG_01781	Glutathione-regulated potassium-efflux system protein KefB (kefB)	0
1256	prodigal	AFKMEEHG_01780	hypothetical protein	0
1257	prodigal	AFKMEEHG_01779	Peptide chain release factor 1 (prfA)	0
1258	prodigal	AFKMEEHG_01778	Putative zinc metalloprotease	0
1259	prodigal	AFKMEEHG_01777	1-deoxy-D-xylulose 5-phosphate reductoisomerase (dxr)	0
1260	prodigal	AFKMEEHG_01775	Acylphosphatase (yccX)	0
1261	prodigal	AFKMEEHG_01774	ATP-dependent zinc metalloprotease FtsH 4 (ftsH4)	0
1262	prodigal	AFKMEEHG_01773	Orotidine 5'-phosphate decarboxylase (pyrF)	0
1263	prodigal	AFKMEEHG_01772	Glutamine--fructose-6-phosphate aminotransferase [isomerizing] (glmS_2)	0
1264	prodigal	AFKMEEHG_01771	Epimerase family protein	0
1265	prodigal	AFKMEEHG_01770	hypothetical protein	0
1266	prodigal	AFKMEEHG_01769	Ammonia channel (amt)	0
1267	prodigal	AFKMEEHG_01768	Nitrogen regulatory protein P-II (glnB_4)	0
1268	prodigal	AFKMEEHG_01767	hypothetical protein	0
1269	prodigal	AFKMEEHG_01766	Segregation and condensation protein A (scpA)	0
1270	prodigal	AFKMEEHG_01765	hypothetical protein	0
1271	prodigal	AFKMEEHG_01764	tRNA threonylcarbamoyladenosine biosynthesis protein TsaE (tsaE)	0
1272	prodigal	AFKMEEHG_01763	tRNA threonylcarbamoyladenosine biosynthesis protein TsaB (tsaB)	0
1273	prodigal	AFKMEEHG_01762	Ribosomal silencing factor RsfS (rsfS)	0
1274	prodigal	AFKMEEHG_01761	DNA gyrase subunit A (gyrA)	0
1275	prodigal	AFKMEEHG_01760	hypothetical protein	0
1276	prodigal	AFKMEEHG_01759	CTP synthase (pyrG)	0
1277	prodigal	AFKMEEHG_01101	hypothetical protein	0
1278	prodigal	AFKMEEHG_01100	hypothetical protein	0
1279	prodigal	AFKMEEHG_01099	hypothetical protein	0
1280	prodigal	AFKMEEHG_01098	ATP-dependent zinc metalloprotease FtsH (ftsH_2)	0
1281	prodigal	AFKMEEHG_01097	hypothetical protein	0
1282	prodigal	AFKMEEHG_01096	hypothetical protein	0
1283	prodigal	AFKMEEHG_01092	hypothetical protein	0
1284	prodigal	AFKMEEHG_01091	hypothetical protein	0
1285	prodigal	AFKMEEHG_01090	hypothetical protein	0
1286	prodigal	AFKMEEHG_01089	hypothetical protein	0
1287	prodigal	AFKMEEHG_01088	hypothetical protein	0
1288	prodigal	AFKMEEHG_01087	hypothetical protein	0
1289	prodigal	AFKMEEHG_01290	hypothetical protein	0
1290	prodigal	AFKMEEHG_00665	hypothetical protein	0
1291	prodigal	AFKMEEHG_00666	hypothetical protein	0
1292	prodigal	AFKMEEHG_00667	Putative esterase	0
1293	prodigal	AFKMEEHG_00668	hypothetical protein	0
1294	prodigal	AFKMEEHG_00669	ADP-heptose--LPS heptosyltransferase 2 (rfaF)	0
1295	prodigal	AFKMEEHG_00670	30S ribosomal protein S6 (rpsF)	0
1296	prodigal	AFKMEEHG_00671	Single-stranded DNA-binding protein	0
1297	prodigal	AFKMEEHG_00672	hypothetical protein	0
1298	prodigal	AFKMEEHG_00673	50S ribosomal protein L9 (rplI)	0
1299	prodigal	AFKMEEHG_00674	hypothetical protein	0
1300	prodigal	AFKMEEHG_00675	Phenylalanine--tRNA ligase alpha subunit (pheS)	0
1301	prodigal	AFKMEEHG_00676	50S ribosomal protein L20 (rplT)	0
1302	prodigal	AFKMEEHG_00677	50S ribosomal protein L35 (rpmI)	0
1303	prodigal	AFKMEEHG_00678	Translation initiation factor IF-3 (infC)	0
1304	prodigal	AFKMEEHG_00679	Threonine--tRNA ligase (thrS)	0
1305	prodigal	AFKMEEHG_00680	Chlorophyllide reductase subunit Z (bchZ)	0
1306	prodigal	AFKMEEHG_00681	Beta-hexosaminidase (nagZ_1)	0
1307	prodigal	AFKMEEHG_00682	hypothetical protein	0
1308	prodigal	AFKMEEHG_00683	putative glycine dehydrogenase (decarboxylating) subunit 2 (gcvPB)	0
1309	prodigal	AFKMEEHG_00684	Ribonuclease 3 (rnc)	0
1310	prodigal	AFKMEEHG_00685	3-oxoacyl-[acyl-carrier-protein] synthase 2 (fabF)	0
1311	prodigal	AFKMEEHG_00686	Acyl carrier protein (acpP)	0
1312	prodigal	AFKMEEHG_00687	3-oxoacyl-[acyl-carrier-protein] reductase FabG (fabG_1)	0
1313	prodigal	AFKMEEHG_00688	Malonyl CoA-acyl carrier protein transacylase (fabD)	0
1314	prodigal	AFKMEEHG_00689	3-oxoacyl-[acyl-carrier-protein] synthase 3 protein 1 (fabHA)	0
1315	prodigal	AFKMEEHG_00690	Phosphate acyltransferase (plsX)	0
1316	prodigal	AFKMEEHG_00691	hypothetical protein	0
1317	prodigal	AFKMEEHG_00693	hypothetical protein	0
1318	prodigal	AFKMEEHG_00694	2-isopropylmalate synthase (leuA_1)	0
1319	prodigal	AFKMEEHG_00695	High-affinity zinc uptake system binding-protein ZnuA (znuA)	0
1320	prodigal	AFKMEEHG_00696	Manganese transport system ATP-binding protein MntB (mntB)	0
1321	prodigal	AFKMEEHG_00697	High-affinity zinc uptake system membrane protein ZnuB (znuB)	0
1322	prodigal	AFKMEEHG_00698	hypothetical protein	0
1323	prodigal	AFKMEEHG_00699	Inner membrane protein YrbG (yrbG_2)	0
1324	prodigal	AFKMEEHG_00700	hypothetical protein	0
1325	prodigal	AFKMEEHG_00701	Putative fluoride ion transporter CrcB (crcB)	0
1326	prodigal	AFKMEEHG_00702	"Glutamate-1-semialdehyde 2,1-aminomutase (hemL)"	0
1327	prodigal	AFKMEEHG_00703	DNA repair protein RecO (recO)	0
1328	prodigal	AFKMEEHG_00704	hypothetical protein	0
1329	prodigal	AFKMEEHG_00705	hypothetical protein	0
1330	prodigal	AFKMEEHG_00706	UDP-N-acetylglucosamine 2-epimerase (wecB)	0
1331	prodigal	AFKMEEHG_00707	hypothetical protein	0
1332	prodigal	AFKMEEHG_00708	"3',5'-cyclic adenosine monophosphate phosphodiesterase CpdA (cpdA_2)"	0
1333	prodigal	AFKMEEHG_00709	Peptide chain release factor RF2 (prfB)	0
1334	prodigal	AFKMEEHG_00710	"Alpha-1,4-glucan:maltose-1-phosphate maltosyltransferase 1 (glgE1)"	0
1335	prodigal	AFKMEEHG_00711	Glucosamine kinase	0
1336	prodigal	AFKMEEHG_00712	Calcium-transporting ATPase 1	0
1337	prodigal	AFKMEEHG_00713	hypothetical protein	0
1338	prodigal	AFKMEEHG_00714	Nucleoside triphosphate pyrophosphohydrolase (mazG)	0
1339	prodigal	AFKMEEHG_00715	Ribitol 2-dehydrogenase (rbtD)	0
1340	prodigal	AFKMEEHG_00716	tRNA modification GTPase MnmE (mnmE)	0
1341	prodigal	AFKMEEHG_00717	hypothetical protein	0
1342	prodigal	AFKMEEHG_00718	hypothetical protein	0
1343	prodigal	AFKMEEHG_00719	hypothetical protein	0
1344	prodigal	AFKMEEHG_00720	hypothetical protein	0
1345	prodigal	AFKMEEHG_00721	Protein adenylyltransferase SoFic (fic)	0
1346	prodigal	AFKMEEHG_00722	hypothetical protein	0
1347	prodigal	AFKMEEHG_00723	DNA polymerase/3'-5' exonuclease PolX (polX)	0
1348	prodigal	AFKMEEHG_00724	hypothetical protein	0
1349	prodigal	AFKMEEHG_00725	hypothetical protein	0
1350	prodigal	AFKMEEHG_00726	hypothetical protein	0
1351	prodigal	AFKMEEHG_00727	hypothetical protein	0
1352	prodigal	AFKMEEHG_00728	hypothetical protein	0
1353	prodigal	AFKMEEHG_00729	hypothetical protein	0
1354	prodigal	AFKMEEHG_00730	Aminopeptidase N (pepN)	0
1355	prodigal	AFKMEEHG_00731	hypothetical protein	0
1356	prodigal	AFKMEEHG_00732	hypothetical protein	0
1357	prodigal	AFKMEEHG_01205	Hypoxanthine phosphoribosyltransferase (hpt)	0
1358	prodigal	AFKMEEHG_01206	Holo-[acyl-carrier-protein] synthase (acpS)	0
1359	prodigal	AFKMEEHG_01207	Endolytic peptidoglycan transglycosylase RlpA (rlpA_2)	0
1360	prodigal	AFKMEEHG_01208	hypothetical protein	0
1361	prodigal	AFKMEEHG_01209	hypothetical protein	0
1362	prodigal	AFKMEEHG_01210	Pseudopaline exporter CntI (cntI)	0
1363	prodigal	AFKMEEHG_01211	putative sugar epimerase YhfK (yhfK)	0
1364	prodigal	AFKMEEHG_01212	hypothetical protein	0
1365	prodigal	AFKMEEHG_01213	Bacteriochlorophyll c-binding protein (csmA_2)	0
1366	prodigal	AFKMEEHG_01214	Sodium/glucose cotransporter (sglT_2)	0
1367	prodigal	AFKMEEHG_01215	hypothetical protein	0
1368	prodigal	AFKMEEHG_01216	UTP--glucose-1-phosphate uridylyltransferase (cugP_1)	0
1369	prodigal	AFKMEEHG_01217	N-acetylmuramate/N-acetylglucosamine kinase (amgK)	0
1370	prodigal	AFKMEEHG_01218	Chlorosome envelope protein B (csmB_1)	0
1371	prodigal	AFKMEEHG_01219	hypothetical protein	0
1372	prodigal	AFKMEEHG_01220	hypothetical protein	0
1373	prodigal	AFKMEEHG_01221	hypothetical protein	0
1374	prodigal	AFKMEEHG_01222	hypothetical protein	0
1375	prodigal	AFKMEEHG_01223	hypothetical protein	0
1376	prodigal	AFKMEEHG_01224	hypothetical protein	0
1377	prodigal	AFKMEEHG_01225	Swarming motility protein SwrC (swrC)	0
1378	prodigal	AFKMEEHG_01226	hypothetical protein	0
1379	prodigal	AFKMEEHG_01227	putative protein	0
1380	prodigal	AFKMEEHG_01228	hypothetical protein	0
1381	prodigal	AFKMEEHG_01229	Succinate dehydrogenase flavoprotein subunit (sdhA_1)	0
1382	prodigal	AFKMEEHG_01230	hypothetical protein	0
1383	prodigal	AFKMEEHG_01231	8-methylmenaquinol:fumarate reductase membrane anchor subunit (sdhE)	0
1384	prodigal	AFKMEEHG_01232	Uroporphyrinogen decarboxylase (hemE)	0
1385	prodigal	AFKMEEHG_01233	hypothetical protein	0
1386	prodigal	AFKMEEHG_01234	hypothetical protein	0
1387	prodigal	AFKMEEHG_01235	Phosphoheptose isomerase (gmhA)	0
1388	prodigal	AFKMEEHG_01236	"6,7-dimethyl-8-ribityllumazine synthase (ribH)"	0
1389	prodigal	AFKMEEHG_01237	1-acyl-sn-glycerol-3-phosphate acyltransferase (plsC)	0
1390	prodigal	AFKMEEHG_01238	Threonine synthase (thrC)	0
1391	prodigal	AFKMEEHG_01239	Homoserine kinase (thrB)	0
1392	prodigal	AFKMEEHG_01240	ATP synthase subunit alpha (atpA)	0
1393	prodigal	AFKMEEHG_01241	ATP synthase gamma chain (atpG)	0
1394	prodigal	AFKMEEHG_01242	Bifunctional aspartokinase/homoserine dehydrogenase 1 (thrA)	0
1395	prodigal	AFKMEEHG_01243	Nicotinamide-nucleotide amidohydrolase PncC (pncC)	0
1396	prodigal	AFKMEEHG_01244	hypothetical protein	0
1397	prodigal	AFKMEEHG_01245	DNA mismatch repair protein MutL (mutL)	0
1398	prodigal	AFKMEEHG_02234	hypothetical protein	0
1399	prodigal	AFKMEEHG_02235	hypothetical protein	0
1400	prodigal	AFKMEEHG_02236	Diaminopimelate epimerase (dapF)	0
1401	prodigal	AFKMEEHG_02237	hypothetical protein	0
1402	prodigal	AFKMEEHG_02238	hypothetical protein	0
1403	prodigal	AFKMEEHG_02239	Undecaprenyl-phosphate mannosyltransferase	0
1404	prodigal	AFKMEEHG_02240	Elongation factor G (fus)	0
1405	prodigal	AFKMEEHG_02241	Enolase (eno)	0
1406	prodigal	AFKMEEHG_02242	hypothetical protein	0
1407	prodigal	AFKMEEHG_02243	4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase (ferredoxin) (ispG)	0
1408	prodigal	AFKMEEHG_02248	Protein translocase subunit SecE (secE)	0
1409	prodigal	AFKMEEHG_02249	Transcription termination/antitermination protein NusG (nusG)	0
1410	prodigal	AFKMEEHG_02250	50S ribosomal protein L11 (rplK)	0
1411	prodigal	AFKMEEHG_02251	50S ribosomal protein L1 (rplA)	0
1412	prodigal	AFKMEEHG_02252	50S ribosomal protein L10 (rplJ)	0
1413	prodigal	AFKMEEHG_02253	50S ribosomal protein L7/L12 (rplL)	0
1414	prodigal	AFKMEEHG_02254	DNA-directed RNA polymerase subunit beta (rpoB)	0
1415	prodigal	AFKMEEHG_02255	DNA-directed RNA polymerase subunit beta' (rpoC)	0
1416	prodigal	AFKMEEHG_02256	Biotin carboxylase (accC)	0
1417	prodigal	AFKMEEHG_02257	Biotin carboxyl carrier protein of acetyl-CoA carboxylase (accB)	0
1418	prodigal	AFKMEEHG_02258	Elongation factor P (efp)	0
1419	prodigal	AFKMEEHG_02259	DNA-binding protein HU-beta (hupB)	0
1420	prodigal	AFKMEEHG_02260	Acetyl-coenzyme A carboxylase carboxyl transferase subunit alpha (accA)	0
1421	prodigal	AFKMEEHG_01399	2-oxoglutarate oxidoreductase subunit KorA (korA)	0
1422	prodigal	AFKMEEHG_01400	hypothetical protein	0
1423	prodigal	AFKMEEHG_01401	hypothetical protein	0
1424	prodigal	AFKMEEHG_01402	Response regulator receiver protein CpdR (cpdR_2)	0
1425	prodigal	AFKMEEHG_01403	Sensor histidine kinase RcsC (rcsC_9)	0
1426	prodigal	AFKMEEHG_01404	hypothetical protein	0
1427	prodigal	AFKMEEHG_01405	Alanine--tRNA ligase (alaS)	0
1428	prodigal	AFKMEEHG_01406	NADH peroxidase (npr)	0
1429	prodigal	AFKMEEHG_01407	Phosphoserine phosphatase	0
1430	prodigal	AFKMEEHG_01408	GMP synthase [glutamine-hydrolyzing] (guaA)	0
1431	prodigal	AFKMEEHG_01409	Penicillin-binding protein 1A (mrcA)	0
1432	prodigal	AFKMEEHG_01410	Putative aminoacrylate hydrolase RutD (rutD_2)	0
1433	prodigal	AFKMEEHG_01411	"4,4'-diapophytoene desaturase (4,4'-diapolycopene-forming) (crtN)"	0
1434	prodigal	AFKMEEHG_01413	Protein YeeZ (yeeZ)	0
1435	prodigal	AFKMEEHG_01414	Corrinoid adenosyltransferase (yvqK)	0
1436	prodigal	AFKMEEHG_01415	"Cobyrinate a,c-diamide synthase (cbiA_1)"	0
1437	prodigal	AFKMEEHG_01416	hypothetical protein	0
1438	prodigal	AFKMEEHG_01417	hypothetical protein	0
1439	prodigal	AFKMEEHG_01418	Negative regulator of genetic competence ClpC/MecB (clpC)	0
1440	prodigal	AFKMEEHG_01419	Tryptophan synthase beta chain (trpB_2)	0
1441	prodigal	AFKMEEHG_01421	Thiamine-monophosphate kinase (thiL)	0
1442	prodigal	AFKMEEHG_01422	hypothetical protein	0
1443	prodigal	AFKMEEHG_01423	Signal recognition particle receptor FtsY (ftsY)	0
1444	prodigal	AFKMEEHG_01424	hypothetical protein	0
1445	prodigal	AFKMEEHG_01425	Protein-L-isoaspartate O-methyltransferase (pcm)	0
1446	prodigal	AFKMEEHG_01426	Chaperone SurA (surA_1)	0
1447	prodigal	AFKMEEHG_01427	hypothetical protein	0
1448	prodigal	AFKMEEHG_01428	hypothetical protein	0
1449	prodigal	AFKMEEHG_01429	hypothetical protein	0
1450	prodigal	AFKMEEHG_01632	Phosphoenolpyruvate-protein phosphotransferase (ptsI)	0
1451	prodigal	AFKMEEHG_01633	Replicative DNA helicase (dnaC)	0
1452	prodigal	AFKMEEHG_01634	Type-4 uracil-DNA glycosylase (udg)	0
1453	prodigal	AFKMEEHG_01635	Coenzyme A biosynthesis bifunctional protein CoaBC (coaBC)	0
1454	prodigal	AFKMEEHG_01636	hypothetical protein	0
1455	prodigal	AFKMEEHG_01637	hypothetical protein	0
1456	prodigal	AFKMEEHG_01638	D-inositol-3-phosphate glycosyltransferase (mshA_7)	0
